id	norm	tau0	etas	CH_RAA_1020_8	CH_RAA_1020_9	CH_RAA_1020_10	CH_RAA_1020_12	CH_RAA_1020_14	CH_RAA_1020_16	CH_RAA_1020_18	CH_RAA_1020_21	CH_RAA_1020_24	CH_RAA_1020_28	CH_RAA_1020_33	CH_RAA_1020_42	CH_RAA_2030_8	CH_RAA_2030_9	CH_RAA_2030_10	CH_RAA_2030_12	CH_RAA_2030_14	CH_RAA_2030_16	CH_RAA_2030_18	CH_RAA_2030_21	CH_RAA_2030_24	CH_RAA_2030_28	CH_RAA_2030_33	CH_RAA_2030_42	CH_RAA_3040_8	CH_RAA_3040_9	CH_RAA_3040_10	CH_RAA_3040_12	CH_RAA_3040_14	CH_RAA_3040_16	CH_RAA_3040_18	CH_RAA_3040_21	CH_RAA_3040_24	CH_RAA_3040_28	CH_RAA_3040_33	CH_RAA_3040_42	CH_RAA_4050_8	CH_RAA_4050_9	CH_RAA_4050_10	CH_RAA_4050_12	CH_RAA_4050_14	CH_RAA_4050_16	CH_RAA_4050_18	CH_RAA_4050_21	CH_RAA_4050_24	CH_RAA_4050_28	CH_RAA_4050_33	CH_RAA_4050_42	D_RAA_3050_8	D_RAA_3050_9	D_RAA_3050_11	D_RAA_3050_14	D_RAA_3050_20	D_RAA_3050_30	D_RAA_3050_43	CH_v2_1020_8	CH_v2_1020_10	CH_v2_1020_14	CH_v2_1020_18	CH_v2_1020_22	CH_v2_1020_27	CH_v2_1020_32	CH_v2_1020_37	CH_v2_1020_45	CH_v2_2030_8	CH_v2_2030_10	CH_v2_2030_14	CH_v2_2030_18	CH_v2_2030_22	CH_v2_2030_27	CH_v2_2030_32	CH_v2_2030_37	CH_v2_2030_45	CH_v2_3040_8	CH_v2_3040_10	CH_v2_3040_14	CH_v2_3040_18	CH_v2_3040_22	CH_v2_3040_27	CH_v2_3040_32	CH_v2_3040_37	CH_v2_3040_45	CH_v2_4050_8	CH_v2_4050_10	CH_v2_4050_14	CH_v2_4050_18	CH_v2_4050_22	CH_v2_4050_27	CH_v2_4050_32	CH_v2_4050_37	CH_v2_4050_45	D_v2_3050_9	D_v2_3050_11	D_v2_3050_14	D_v2_3050_18	D_v2_3050_25	D_v2_3050_35
102	261.13139	1.04217	0.06061	0.08093841	0.09084314	0.10204594	0.11501366	0.12920152	0.14485087	0.16283380	0.18278569	0.20271154	0.22461934	0.25773578	0.30215521	0.11209329	0.12482875	0.13907329	0.15536050	0.17295015	0.19209630	0.21378886	0.23749749	0.26082551	0.28609568	0.32359380	0.37267642	0.15489851	0.17094109	0.18865114	0.20861306	0.22984888	0.25261465	0.27799504	0.30526452	0.33164966	0.35975970	0.40062182	0.45268855	0.21647711	0.23622788	0.25768664	0.28145919	0.30629453	0.33244185	0.36104077	0.39115824	0.41973513	0.44960039	0.49200286	0.54441475	0.18453730	0.19951779	0.22095561	0.26028236	0.32743495	0.41420921	0.49604410	0.05954779	0.05461446	0.04891548	0.04350902	0.03884054	0.03482758	0.03166092	0.02909430	0.02603775	0.08497210	0.07764261	0.06929181	0.06146106	0.05474844	0.04900543	0.04448641	0.04082969	0.03647943	0.10016308	0.09132934	0.08131357	0.07195979	0.06396240	0.05713165	0.05176242	0.04742085	0.04225907	0.10640613	0.09666981	0.08569290	0.07549750	0.06681991	0.05943686	0.05365301	0.04898930	0.04346060	0.09910807	0.09137818	0.08204230	0.07250292	0.06065105	0.04961403
103	143.71482	0.48546	0.11772	0.15941688	0.17858382	0.19970483	0.22345327	0.24861706	0.27543874	0.30512451	0.33673392	0.36700765	0.39890282	0.44457445	0.50153471	0.20511242	0.22735032	0.25151368	0.27828429	0.30621913	0.33554729	0.36749997	0.40097246	0.43253003	0.46527291	0.51129791	0.56736556	0.26312416	0.28830916	0.31524980	0.34461396	0.37474152	0.40585280	0.43917170	0.47346434	0.50525306	0.53770096	0.58242507	0.63558403	0.33884895	0.36645502	0.39546253	0.42650004	0.45774146	0.48941252	0.52268966	0.55627778	0.58684294	0.61749215	0.65885353	0.70674702	0.30260729	0.32480899	0.35559138	0.40928314	0.49351192	0.59031125	0.67097522	0.03699597	0.03309469	0.02889018	0.02514809	0.02206437	0.01950365	0.01753200	0.01596148	0.01411930	0.04977614	0.04439304	0.03858843	0.03342429	0.02917535	0.02565561	0.02295363	0.02080782	0.01829994	0.05635608	0.05006093	0.04328832	0.03728283	0.03236074	0.02830124	0.02519875	0.02274486	0.01988981	0.05824180	0.05146600	0.04421693	0.03782899	0.03262639	0.02836251	0.02512335	0.02257472	0.01962544	0.05497389	0.04953589	0.04325531	0.03715210	0.02995763	0.02361639
104	351.43647	0.88150	0.12668	0.06286729	0.07122809	0.08076813	0.09191649	0.10423310	0.11794956	0.13386913	0.15171468	0.16971475	0.18969801	0.22026481	0.26189465	0.08850277	0.09950347	0.11192103	0.12626068	0.14190523	0.15910508	0.17879521	0.20054628	0.22216837	0.24582473	0.28135398	0.32858083	0.12555674	0.13987131	0.15581760	0.17396863	0.19347299	0.21458835	0.23836865	0.26418666	0.28941677	0.31655545	0.35646408	0.40806456	0.17877006	0.19693793	0.21685775	0.23914587	0.26266887	0.28767935	0.31531505	0.34472404	0.37290647	0.40264127	0.44534187	0.49887975	0.15137105	0.16494170	0.18453438	0.22098977	0.28461753	0.36914547	0.45103098	0.05766341	0.05247819	0.04656955	0.04104025	0.03632288	0.03231110	0.02917526	0.02665534	0.02368394	0.08017110	0.07287397	0.06462648	0.05695816	0.05043890	0.04490283	0.04057488	0.03709209	0.03297309	0.09403782	0.08539255	0.07565821	0.06663560	0.05897658	0.05247698	0.04739645	0.04330737	0.03846908	0.10074405	0.09129637	0.08069808	0.07090791	0.06261644	0.05559212	0.05010861	0.04569965	0.04048794	0.09329140	0.08575463	0.07670389	0.06751577	0.05618835	0.04573163
105	274.85453	0.33057	0.17828	0.11520975	0.13100181	0.14869666	0.16894152	0.19077805	0.21446310	0.24115276	0.27010132	0.29832059	0.32856282	0.37276618	0.42934261	0.15228425	0.17131446	0.19234304	0.21605016	0.24123352	0.26813617	0.29797407	0.32980667	0.36034370	0.39256076	0.43875941	0.49645924	0.20099420	0.22346147	0.24789890	0.27499695	0.30329364	0.33301540	0.36540652	0.39934160	0.43133166	0.46451412	0.51113216	0.56786555	0.26743913	0.29332233	0.32096016	0.35102630	0.38180745	0.41351975	0.44739658	0.48216782	0.51431016	0.54702654	0.59196211	0.64512505	0.23558825	0.25590103	0.28451459	0.33565271	0.41889741	0.51903878	0.60616595	0.03260146	0.02878772	0.02476457	0.02126467	0.01843955	0.01613599	0.01438958	0.01301609	0.01142565	0.04382198	0.03867096	0.03322303	0.02847399	0.02463572	0.02150405	0.01912968	0.01726290	0.01510263	0.05018303	0.04422844	0.03791553	0.03240387	0.02794809	0.02431515	0.02156418	0.01940432	0.01690954	0.05219149	0.04593056	0.03928770	0.03348618	0.02879731	0.02497814	0.02209054	0.01982679	0.01721665	0.04922312	0.04411134	0.03827173	0.03266915	0.02615531	0.02049429
106	272.59178	1.06628	0.12072	0.07721987	0.08661308	0.09724536	0.10956444	0.12305852	0.13796356	0.15511974	0.17419170	0.19327933	0.21431358	0.24620705	0.28917295	0.10740829	0.11958488	0.13322003	0.14883141	0.16571730	0.18412926	0.20503107	0.22792646	0.25050715	0.27502790	0.31153087	0.35952409	0.14929103	0.16476113	0.18186282	0.20116903	0.22174314	0.24384126	0.26852918	0.29511673	0.32090423	0.34844609	0.38861080	0.44001303	0.20997218	0.22917941	0.25008098	0.27327666	0.29755584	0.32316944	0.35124675	0.38088655	0.40907931	0.43861660	0.48068572	0.53290455	0.17837570	0.19288392	0.21367548	0.25190907	0.31748205	0.40277633	0.48382515	0.06264564	0.05761988	0.05177908	0.04620164	0.04135636	0.03716952	0.03385117	0.03115213	0.02792689	0.08713252	0.07996060	0.07170890	0.06389475	0.05714050	0.05132144	0.04671650	0.04297345	0.03850097	0.10288842	0.09414140	0.08415222	0.07475466	0.06666883	0.05972566	0.05424430	0.04979651	0.04448998	0.10910041	0.09946736	0.08852779	0.07829222	0.06952494	0.06202545	0.05612452	0.05134957	0.04566919	0.10185334	0.09416344	0.08482724	0.07523060	0.06322763	0.05196750
107	308.55739	1.03778	0.18697	0.06905690	0.07763736	0.08737972	0.09870694	0.11116067	0.12496946	0.14092969	0.15875141	0.17666762	0.19650042	0.22674469	0.26780379	0.09657624	0.10781272	0.12043981	0.13495403	0.15071885	0.16798196	0.18766923	0.20933956	0.23081564	0.25425017	0.28934828	0.33586653	0.13542924	0.14989581	0.16595086	0.18415395	0.20364102	0.22466807	0.24827457	0.27382946	0.29874183	0.32548373	0.36472642	0.41536090	0.19210115	0.21038731	0.23036996	0.25264743	0.27607731	0.30091259	0.32827349	0.35730914	0.38506849	0.41429776	0.45618396	0.50858690	0.16253028	0.17621078	0.19589446	0.23232800	0.29547838	0.37879855	0.45914409	0.06396236	0.05894945	0.05307291	0.04741716	0.04247538	0.03818778	0.03478098	0.03200685	0.02869184	0.08849612	0.08128005	0.07295553	0.06505214	0.05820695	0.05230018	0.04762021	0.04381292	0.03926045	0.10333735	0.09471369	0.08481581	0.07546184	0.06738656	0.06043460	0.05493575	0.05046752	0.04512997	0.11012418	0.10056469	0.08967171	0.07944628	0.07066381	0.06313433	0.05719879	0.05238872	0.04665821	0.10260050	0.09499490	0.08572762	0.07616344	0.06415456	0.05284706
108	82.55817	0.98441	0.05606	0.18914866	0.20846945	0.22960117	0.25317692	0.27797485	0.30424062	0.33313822	0.36374087	0.39291952	0.42354606	0.46723508	0.52152147	0.24264247	0.26477787	0.28866163	0.31492290	0.34213063	0.37052194	0.40127355	0.43331409	0.46338793	0.49447438	0.53800345	0.59082833	0.30924309	0.33381392	0.35993536	0.38820533	0.41701582	0.44660102	0.47811302	0.51038130	0.54017013	0.57046966	0.61208191	0.66136415	0.39457416	0.42075559	0.44812882	0.47722922	0.50634178	0.53570975	0.56641468	0.59726137	0.62522686	0.65317819	0.69077230	0.73415624	0.35190490	0.37330417	0.40280874	0.45379050	0.53283196	0.62261696	0.69685719	0.04953584	0.04491542	0.03978118	0.03507213	0.03109691	0.02773094	0.02509981	0.02297937	0.02046404	0.06726151	0.06071926	0.05347746	0.04686594	0.04131009	0.03662750	0.03298371	0.03005920	0.02660586	0.07639989	0.06859552	0.06001389	0.05223300	0.04573805	0.04029950	0.03609299	0.03273472	0.02879140	0.07815190	0.06974873	0.06057632	0.05232574	0.04549248	0.03981409	0.03545325	0.03199319	0.02795613	0.07405354	0.06733411	0.05942751	0.05157938	0.04212278	0.03359935
109	136.17990	1.13030	0.05290	0.13276882	0.14721567	0.16327815	0.18152144	0.20108281	0.22221830	0.24597493	0.27171860	0.29683425	0.32380952	0.36341188	0.41451924	0.17598598	0.19344424	0.21261716	0.23410264	0.25681802	0.28101651	0.30781180	0.33639377	0.36385153	0.39289648	0.43474523	0.48745339	0.23314869	0.25371239	0.27597873	0.30055098	0.32611675	0.35292218	0.38211119	0.41270533	0.44160041	0.47166022	0.51409847	0.56617183	0.30918058	0.33256414	0.35747777	0.38449341	0.41209200	0.44051537	0.47088939	0.50210815	0.53104277	0.56059548	0.60139992	0.65007708	0.27038208	0.28886537	0.31481540	0.36096471	0.43593341	0.52658289	0.60647914	0.05807827	0.05313854	0.04751478	0.04224377	0.03772374	0.03385267	0.03080190	0.02832884	0.02537985	0.08009480	0.07302539	0.06503495	0.05759136	0.05123526	0.04580879	0.04154296	0.03809190	0.03398513	0.09318335	0.08464612	0.07504501	0.06614513	0.05857696	0.05213930	0.04709516	0.04302618	0.03819900	0.09785612	0.08841376	0.07787662	0.06818459	0.06000064	0.05308440	0.04769700	0.04337291	0.03826999	0.09152847	0.08407918	0.07514300	0.06607825	0.05489912	0.04456788
110	221.42912	0.65702	0.08902	0.10196245	0.11532787	0.13036757	0.14766515	0.16643969	0.18695085	0.21025636	0.23577504	0.26090083	0.28811062	0.32842505	0.38099631	0.13739642	0.15388507	0.17219864	0.19296838	0.21518441	0.23910187	0.26586185	0.29469277	0.32263474	0.35242690	0.39573106	0.45081868	0.18478821	0.20471254	0.22651454	0.25085087	0.27645506	0.30357032	0.33339010	0.36494562	0.39499981	0.42650210	0.47134940	0.52689930	0.24959329	0.27304875	0.29827172	0.32591360	0.35444518	0.38409739	0.41607375	0.44923067	0.48019831	0.51204664	0.55635648	0.60966789	0.21761319	0.23582125	0.26163398	0.30825388	0.38560800	0.48132505	0.56724392	0.04506931	0.04037238	0.03527796	0.03072383	0.02696721	0.02384982	0.02145339	0.01954809	0.01731848	0.06212007	0.05564502	0.04859686	0.04227456	0.03704518	0.03269708	0.02935053	0.02668806	0.02357125	0.07135129	0.06383944	0.05564862	0.04829235	0.04220395	0.03714146	0.03324701	0.03015088	0.02653026	0.07646013	0.06818477	0.05919382	0.05114925	0.04451319	0.03901324	0.03479517	0.03145067	0.02755080	0.07067837	0.06414266	0.05649961	0.04896768	0.03996140	0.03190089
111	315.49840	0.93334	0.17188	0.06838004	0.07721243	0.08725914	0.09896074	0.11184513	0.12614677	0.14268966	0.16117008	0.17974935	0.20031012	0.23163961	0.27409906	0.09549619	0.10702834	0.12000570	0.13494257	0.15118414	0.16898196	0.18928815	0.21164264	0.23379185	0.25794844	0.29409132	0.34190356	0.13433639	0.14918249	0.16567166	0.18438099	0.20442023	0.22604662	0.25032396	0.27659493	0.30218770	0.32963411	0.36985075	0.42161594	0.18975978	0.20840716	0.22879519	0.25153782	0.27546600	0.30083120	0.32877248	0.35841312	0.38673322	0.41652826	0.45917037	0.51240918	0.16118858	0.17519406	0.19535696	0.23270456	0.29744083	0.38270439	0.46462552	0.05907472	0.05396990	0.04811684	0.04260327	0.03786968	0.03381984	0.03063624	0.02806395	0.02501077	0.08250434	0.07527621	0.06705184	0.05935112	0.05276123	0.04713268	0.04271067	0.03913761	0.03489415	0.09648519	0.08787373	0.07812227	0.06903071	0.06127209	0.05465748	0.04946697	0.04527620	0.04030187	0.10272953	0.09327201	0.08262935	0.07276426	0.06438125	0.05725786	0.05168269	0.04719040	0.04186846	0.09586824	0.08831416	0.07920618	0.06991844	0.05840916	0.04772096
112	359.43876	0.90853	0.07495	0.06204968	0.07025075	0.07960932	0.09054717	0.10263405	0.11609923	0.13173406	0.14927022	0.16696971	0.18663368	0.21674324	0.25781588	0.08727269	0.09807333	0.11026810	0.12435472	0.13972925	0.15664051	0.17601162	0.19742528	0.21872835	0.24205508	0.27712848	0.32382381	0.12336221	0.13739325	0.15303289	0.17084672	0.19000354	0.21076074	0.23416069	0.25959400	0.28447718	0.31127520	0.35074500	0.40188875	0.17628830	0.19414772	0.21374386	0.23568717	0.25886705	0.28353712	0.31082658	0.33990249	0.36780086	0.39727409	0.43966934	0.49294381	0.14888889	0.16220605	0.18144511	0.21728187	0.27996235	0.36350919	0.44476162	0.05808010	0.05284659	0.04687646	0.04128678	0.03651874	0.03246608	0.02930058	0.02675861	0.02376356	0.08046538	0.07320519	0.06497218	0.05729554	0.05075690	0.04519764	0.04084846	0.03734720	0.03320541	0.09612909	0.08731094	0.07737321	0.06815541	0.06032750	0.05368317	0.04848923	0.04430901	0.03936332	0.10369616	0.09395845	0.08303596	0.07294823	0.06440687	0.05717311	0.05152793	0.04699034	0.04162835	0.09541376	0.08773678	0.07850725	0.06912716	0.05755189	0.04685867
113	244.97530	0.59748	0.03859	0.09941398	0.11275074	0.12777998	0.14508957	0.16390119	0.18447525	0.20787515	0.23351891	0.25878456	0.28615988	0.32673834	0.37967225	0.13374694	0.15018892	0.16847693	0.18924685	0.21149225	0.23546842	0.26232214	0.29128119	0.31936868	0.34933460	0.39291760	0.44839005	0.17945172	0.19931005	0.22107169	0.24539889	0.27102957	0.29820645	0.32812919	0.35982833	0.39004732	0.42174780	0.46691543	0.52291146	0.24299056	0.26641322	0.29163491	0.31931437	0.34792386	0.37769303	0.40983342	0.44319775	0.47438916	0.50649512	0.55120505	0.60505262	0.21170364	0.22987273	0.25566467	0.30233997	0.37999164	0.47633717	0.56299140	0.04217792	0.03763701	0.03275786	0.02843700	0.02490028	0.02198352	0.01975201	0.01798414	0.01592201	0.05844426	0.05211915	0.04530115	0.03924535	0.03427737	0.03017400	0.02703222	0.02454265	0.02163920	0.06718161	0.05985722	0.05194098	0.04489374	0.03910412	0.03431955	0.03065659	0.02775541	0.02437495	0.07197758	0.06401138	0.05539547	0.04772465	0.04142620	0.03622719	0.03225326	0.02911091	0.02545675	0.06649226	0.06014107	0.05276237	0.04554510	0.03698523	0.02938964
114	67.53702	1.12578	0.15062	0.20787766	0.22765764	0.24920384	0.27313391	0.29819172	0.32462251	0.35357894	0.38411472	0.41311776	0.44345082	0.48654199	0.53981982	0.26509845	0.28752857	0.31163576	0.33802566	0.36524566	0.39353388	0.42404595	0.45570403	0.48530572	0.51579521	0.55831282	0.60965653	0.33653228	0.36112691	0.38717418	0.41523731	0.44370774	0.47282333	0.50370301	0.53518798	0.56414038	0.59348141	0.63360728	0.68088988	0.42516726	0.45088500	0.47768826	0.50606620	0.53433901	0.56275571	0.59235209	0.62196935	0.64872658	0.67538260	0.71109977	0.75213404	0.38075246	0.40199253	0.43117368	0.48128402	0.55828516	0.64482372	0.71570509	0.05120550	0.04658376	0.04140204	0.03660787	0.03253179	0.02906085	0.02633604	0.02413304	0.02151199	0.06966813	0.06304871	0.05567758	0.04890631	0.04318766	0.03834806	0.03457021	0.03153083	0.02793357	0.07957817	0.07161194	0.06280542	0.05477704	0.04804569	0.04238904	0.03800198	0.03449232	0.03036303	0.08110316	0.07247097	0.06302650	0.05450840	0.04743702	0.04154943	0.03702141	0.03342474	0.02922337	0.07743902	0.07049600	0.06230556	0.05415015	0.04429092	0.03537589
115	330.49661	1.09027	0.17576	0.06560537	0.07366352	0.08281699	0.09346634	0.10518542	0.11819534	0.13325516	0.15010325	0.16707716	0.18591225	0.21473263	0.25406295	0.09255638	0.10322334	0.11521973	0.12902215	0.14403180	0.16049182	0.17929558	0.20003551	0.22063507	0.24316677	0.27702060	0.32209423	0.13045148	0.14431232	0.15971201	0.17719403	0.19593699	0.21619556	0.23898372	0.26370793	0.28786779	0.31386698	0.35214562	0.40176341	0.18612098	0.20374793	0.22303965	0.24458254	0.26728256	0.29139413	0.31801919	0.34634688	0.37350193	0.40217414	0.44340880	0.49524792	0.15683224	0.16997005	0.18889820	0.22401376	0.28514908	0.36637652	0.44535906	0.06561305	0.06078811	0.05503985	0.04942396	0.04445802	0.04010817	0.03662573	0.03377268	0.03034236	0.09189432	0.08480807	0.07651836	0.06854503	0.06156858	0.05550051	0.05066352	0.04671037	0.04196312	0.10855864	0.09982569	0.08973614	0.08013480	0.07179501	0.06457758	0.05884400	0.05416873	0.04856447	0.11636480	0.10662301	0.09544879	0.08488700	0.07575999	0.06789362	0.06166534	0.05660016	0.05054434	0.10816046	0.10042476	0.09094161	0.08108853	0.06862537	0.05679766
116	306.45385	0.42576	0.05030	0.09717301	0.11083556	0.12625984	0.14405152	0.16340967	0.18459614	0.20870054	0.23511433	0.26112639	0.28928826	0.33097569	0.38522811	0.13018503	0.14697134	0.16567143	0.18693747	0.20973712	0.23432440	0.26186900	0.29156891	0.32036060	0.35105385	0.39563633	0.45225521	0.17503016	0.19531233	0.21756200	0.24245696	0.26870143	0.29653415	0.32717577	0.35962204	0.39052979	0.42292048	0.46900125	0.52599157	0.23693084	0.26087709	0.28667675	0.31500460	0.34429084	0.37475922	0.40764160	0.44175307	0.47361280	0.50636965	0.55191197	0.60662834	0.20678090	0.22534397	0.25171543	0.29947971	0.37894046	0.47733209	0.56548632	0.03557411	0.03145488	0.02711052	0.02333357	0.02028779	0.01780577	0.01592449	0.01444483	0.01273079	0.04901127	0.04335261	0.03735015	0.03210285	0.02785340	0.02438045	0.02174360	0.01966787	0.01726253	0.05658693	0.04998814	0.04297361	0.03683257	0.03185666	0.02779095	0.02470641	0.02228068	0.01947371	0.06007018	0.05300688	0.04548352	0.03888730	0.03353892	0.02916967	0.02585758	0.02325562	0.02024900	0.05605362	0.05035944	0.04383046	0.03753836	0.03019033	0.02377361
117	220.12875	0.78728	0.13496	0.09548396	0.10772201	0.12151705	0.13741787	0.15472284	0.17368882	0.19531910	0.21910616	0.24263576	0.26824232	0.30642718	0.35667217	0.12967204	0.14496527	0.16199063	0.18135165	0.20212637	0.22457228	0.24978814	0.27708095	0.30366049	0.33214312	0.37381473	0.42730138	0.17660195	0.19533869	0.21589590	0.23891061	0.26320613	0.28903164	0.31755139	0.34787133	0.37688753	0.40745202	0.45123914	0.50593832	0.24157502	0.26394158	0.28806401	0.31458070	0.34204484	0.37069367	0.40171343	0.43402123	0.46433269	0.49564964	0.53947311	0.59260514	0.20886842	0.22610934	0.25061869	0.29508865	0.36950581	0.46277786	0.54772825	0.05032373	0.04546137	0.04007596	0.03516354	0.03104674	0.02758779	0.02490400	0.02275555	0.02022558	0.06972892	0.06289506	0.05534101	0.04846259	0.04270419	0.03786965	0.03412055	0.03112049	0.02758910	0.08130107	0.07324912	0.06434954	0.05624677	0.04946283	0.04376741	0.03935181	0.03581956	0.03166364	0.08517286	0.07646186	0.06687597	0.05818657	0.05093983	0.04487825	0.04019454	0.03645877	0.03207718	0.07986670	0.07288499	0.06463274	0.05640028	0.04642806	0.03738031
118	298.69121	0.71740	0.09963	0.07665003	0.08708233	0.09894071	0.11273277	0.12788385	0.14464599	0.16395205	0.18540324	0.20683695	0.23039526	0.26595742	0.31349979	0.10596493	0.11931461	0.13430614	0.15151402	0.17015810	0.19049768	0.21357951	0.23882742	0.26366868	0.29055731	0.33038320	0.38231691	0.14649777	0.16326993	0.18184068	0.20283504	0.22522251	0.24925819	0.27607860	0.30490095	0.33277217	0.36242944	0.40544237	0.46002313	0.20379215	0.22438698	0.24680990	0.27170813	0.29776641	0.32522741	0.35527823	0.38692160	0.41692265	0.44823522	0.49259150	0.54720362	0.17501551	0.19066700	0.21311856	0.25444167	0.32516669	0.41642566	0.50197251	0.04909775	0.04407784	0.03856241	0.03357720	0.02943791	0.02599046	0.02333662	0.02122657	0.01875982	0.06775005	0.06082950	0.05322978	0.04636004	0.04065036	0.03588864	0.03221789	0.02929548	0.02587396	0.07937739	0.07126466	0.06235184	0.05428934	0.04758081	0.04198019	0.03765870	0.03421542	0.03018069	0.08419935	0.07550922	0.06595829	0.05731808	0.05012891	0.04412848	0.03950077	0.03581554	0.03150041	0.07843893	0.07144470	0.06320273	0.05501242	0.04513982	0.03623413
119	246.33515	1.16237	0.16796	0.08357371	0.09332634	0.10432962	0.11703437	0.13090307	0.14617230	0.16369068	0.18310269	0.20247343	0.22376115	0.25593674	0.29911809	0.11575398	0.12831578	0.14233801	0.15833801	0.17558576	0.19433269	0.21554697	0.23871119	0.26149093	0.28616134	0.32277322	0.37073095	0.16060950	0.17650061	0.19401168	0.21371151	0.23463222	0.25702932	0.28196870	0.30873856	0.33462419	0.36219249	0.40226364	0.45334288	0.22412396	0.24367321	0.26488411	0.28834534	0.31282080	0.33856114	0.36668763	0.39628437	0.42435335	0.45367977	0.49531468	0.54679505	0.19077140	0.20560246	0.22679440	0.26557929	0.33163470	0.41684469	0.49721257	0.06512673	0.06023965	0.05448820	0.04892659	0.04404133	0.03977967	0.03637525	0.03358839	0.03023659	0.09122167	0.08407371	0.07577871	0.06785211	0.06094420	0.05495001	0.05017804	0.04628015	0.04159942	0.10774644	0.09896393	0.08885422	0.07926483	0.07095295	0.06376982	0.05806899	0.05342325	0.04785665	0.11366286	0.10386859	0.09270549	0.08221633	0.07319336	0.06544452	0.05932647	0.05436178	0.04843831	0.10612278	0.09840561	0.08897535	0.07921019	0.06689647	0.05524277
120	191.78988	0.21687	0.06449	0.20069848	0.22396773	0.24924017	0.27721933	0.30637976	0.33693994	0.37016114	0.40486849	0.43749154	0.47123096	0.51845600	0.57564900	0.25039154	0.27641193	0.30426879	0.33465474	0.36584168	0.39803951	0.43250387	0.46794356	0.50075415	0.53419559	0.58019296	0.63469688	0.31219032	0.34058128	0.37049275	0.40259139	0.43498612	0.46789088	0.50252777	0.53754400	0.56944438	0.60146003	0.64469818	0.69479016	0.39019640	0.42013759	0.45111981	0.48376901	0.51610802	0.54837313	0.58171856	0.61480954	0.64443627	0.67368087	0.71241457	0.75623649	0.35394537	0.37847265	0.41198237	0.46913160	0.55559807	0.65040814	0.72583225	0.02874633	0.02566618	0.02236407	0.01943556	0.01702525	0.01502412	0.01348287	0.01225465	0.01081334	0.03744685	0.03321635	0.02870147	0.02472386	0.02147486	0.01879900	0.01675414	0.01513608	0.01325180	0.04133211	0.03643326	0.03123263	0.02668218	0.02299311	0.01997853	0.01769242	0.01589552	0.01381785	0.04071621	0.03565838	0.03032679	0.02569967	0.02197960	0.01896494	0.01669656	0.01492556	0.01289170	0.03945133	0.03528752	0.03053675	0.02598635	0.02070380	0.01612483
121	137.62083	0.50361	0.06669	0.16636448	0.18606001	0.20771354	0.23200128	0.25767118	0.28496328	0.31509008	0.34708116	0.37763916	0.40975061	0.45558766	0.51252597	0.21320660	0.23592318	0.26054891	0.28776473	0.31609179	0.34575726	0.37799341	0.41167222	0.44334248	0.47612030	0.52205606	0.57780366	0.27257115	0.29815106	0.32544848	0.35512712	0.38549856	0.41678279	0.45019979	0.48450175	0.51621847	0.54851376	0.59289773	0.64546139	0.34922281	0.37703695	0.40619771	0.43732661	0.46858494	0.50020068	0.53334114	0.56671077	0.59700838	0.62732332	0.66812870	0.71522988	0.31269743	0.33516014	0.36623337	0.42024099	0.50450445	0.60068213	0.68030328	0.03704535	0.03317918	0.02900946	0.02529360	0.02222643	0.01967483	0.01770679	0.01613668	0.01429183	0.04990854	0.04453638	0.03874070	0.03358088	0.02933223	0.02580968	0.02310315	0.02095209	0.01843599	0.05673913	0.05038864	0.04355997	0.03750735	0.03254854	0.02845978	0.02533543	0.02286460	0.01999011	0.05827753	0.05148881	0.04422383	0.03782173	0.03260863	0.02833726	0.02509322	0.02254139	0.01958922	0.05532557	0.04983223	0.04349181	0.03733522	0.03008394	0.02369836
122	125.16438	1.18239	0.05459	0.14061836	0.15551052	0.17202947	0.19074317	0.21075633	0.23232477	0.25650375	0.28263339	0.30805909	0.33529853	0.37516743	0.42642149	0.18604422	0.20393783	0.22354107	0.24544981	0.26854902	0.29309111	0.32019205	0.34901825	0.37663628	0.40577529	0.44762965	0.50014018	0.24577868	0.26672250	0.28934356	0.31423677	0.34006148	0.36706345	0.39638168	0.42702011	0.45587599	0.48581417	0.52794492	0.57943409	0.32529496	0.34889859	0.37398046	0.40109753	0.42871496	0.45707529	0.48729003	0.51824829	0.54685758	0.57599605	0.61609458	0.66373293	0.28429502	0.30304195	0.32929647	0.37579456	0.45085633	0.54090263	0.61966958	0.05832158	0.05341786	0.04782491	0.04257102	0.03805600	0.03418156	0.03112325	0.02864079	0.02567653	0.08082318	0.07375668	0.06575344	0.05828354	0.05189352	0.04642944	0.04212824	0.03864475	0.03449473	0.09361522	0.08509833	0.07550037	0.06658447	0.05899012	0.05252178	0.04744864	0.04335321	0.03849136	0.09964027	0.09000885	0.07926499	0.06938516	0.06104394	0.05399560	0.04850598	0.04410026	0.03890133	0.09270535	0.08517376	0.07613342	0.06695690	0.05563131	0.04515759
