id	norm	tau0	etas	CH_RAA_1020_8	CH_RAA_1020_9	CH_RAA_1020_10	CH_RAA_1020_12	CH_RAA_1020_14	CH_RAA_1020_16	CH_RAA_1020_18	CH_RAA_1020_21	CH_RAA_1020_24	CH_RAA_1020_28	CH_RAA_1020_33	CH_RAA_1020_42	CH_RAA_2030_8	CH_RAA_2030_9	CH_RAA_2030_10	CH_RAA_2030_12	CH_RAA_2030_14	CH_RAA_2030_16	CH_RAA_2030_18	CH_RAA_2030_21	CH_RAA_2030_24	CH_RAA_2030_28	CH_RAA_2030_33	CH_RAA_2030_42	CH_RAA_3040_8	CH_RAA_3040_9	CH_RAA_3040_10	CH_RAA_3040_12	CH_RAA_3040_14	CH_RAA_3040_16	CH_RAA_3040_18	CH_RAA_3040_21	CH_RAA_3040_24	CH_RAA_3040_28	CH_RAA_3040_33	CH_RAA_3040_42	CH_RAA_4050_8	CH_RAA_4050_9	CH_RAA_4050_10	CH_RAA_4050_12	CH_RAA_4050_14	CH_RAA_4050_16	CH_RAA_4050_18	CH_RAA_4050_21	CH_RAA_4050_24	CH_RAA_4050_28	CH_RAA_4050_33	CH_RAA_4050_42	D_RAA_3050_8	D_RAA_3050_9	D_RAA_3050_11	D_RAA_3050_14	D_RAA_3050_20	D_RAA_3050_30	D_RAA_3050_43	CH_v2_1020_8	CH_v2_1020_10	CH_v2_1020_14	CH_v2_1020_18	CH_v2_1020_22	CH_v2_1020_27	CH_v2_1020_32	CH_v2_1020_37	CH_v2_1020_45	CH_v2_2030_8	CH_v2_2030_10	CH_v2_2030_14	CH_v2_2030_18	CH_v2_2030_22	CH_v2_2030_27	CH_v2_2030_32	CH_v2_2030_37	CH_v2_2030_45	CH_v2_3040_8	CH_v2_3040_10	CH_v2_3040_14	CH_v2_3040_18	CH_v2_3040_22	CH_v2_3040_27	CH_v2_3040_32	CH_v2_3040_37	CH_v2_3040_45	CH_v2_4050_8	CH_v2_4050_10	CH_v2_4050_14	CH_v2_4050_18	CH_v2_4050_22	CH_v2_4050_27	CH_v2_4050_32	CH_v2_4050_37	CH_v2_4050_45	D_v2_3050_9	D_v2_3050_11	D_v2_3050_14	D_v2_3050_18	D_v2_3050_25	D_v2_3050_35
45	243.25600	0.84735	0.19222	0.08559975	0.09657702	0.10899131	0.12335452	0.13905216	0.15633583	0.17614857	0.19806105	0.21986376	0.24373483	0.27960937	0.32731709	0.11748863	0.13142420	0.14699765	0.16478363	0.18395848	0.20478017	0.22830049	0.25391190	0.27900724	0.30606759	0.34597289	0.39774005	0.16143852	0.17880218	0.19793651	0.21946055	0.24229986	0.26670813	0.29381949	0.32282283	0.35075358	0.38036083	0.42311310	0.47708044	0.22397071	0.24506757	0.26792873	0.29318614	0.31948813	0.34707751	0.37712794	0.40862455	0.43836057	0.46927498	0.51286996	0.56625709	0.19210387	0.20821963	0.23123215	0.27329114	0.34454898	0.43542362	0.51974368	0.05379185	0.04879652	0.04319166	0.03801679	0.03364116	0.02994070	0.02705614	0.02473948	0.02200404	0.07375137	0.06685827	0.05914434	0.05203702	0.04603154	0.04095284	0.03699260	0.03381043	0.03005022	0.08636297	0.07814027	0.06897184	0.06055033	0.05344850	0.04745104	0.04277924	0.03902824	0.03459918	0.09182443	0.08283072	0.07283674	0.06368958	0.05599979	0.04952459	0.04449415	0.04046468	0.03571886	0.08589761	0.07867664	0.07008028	0.06143534	0.05087300	0.04120302
46	118.60581	1.15959	0.05740	0.14554404	0.16091360	0.17793872	0.19719656	0.21775733	0.23987673	0.26462532	0.29131391	0.31722767	0.34492933	0.38536239	0.43714843	0.19235878	0.21074810	0.23086099	0.25329894	0.27691030	0.30194617	0.32953247	0.35880642	0.38678799	0.41624140	0.45842335	0.51114036	0.25305092	0.27443263	0.29748680	0.32280981	0.34902849	0.37638706	0.40602812	0.43693224	0.46597159	0.49603135	0.53821357	0.58957571	0.33357451	0.35751931	0.38291626	0.41031991	0.43817076	0.46671076	0.49704926	0.52806152	0.55665516	0.58571196	0.62558788	0.67279488	0.29225322	0.31134376	0.33803201	0.38516317	0.46088750	0.55114002	0.62955179	0.05694327	0.05212154	0.04663085	0.04148070	0.03705997	0.03326972	0.03027948	0.02785315	0.02495684	0.07966177	0.07260215	0.06463386	0.05721994	0.05089277	0.04549206	0.04124645	0.03781142	0.03372293	0.09272024	0.08413118	0.07449263	0.06557600	0.05800618	0.05157573	0.04654290	0.04248660	0.03767859	0.09683138	0.08735185	0.07680395	0.06712854	0.05897791	0.05210378	0.04675843	0.04247412	0.03742505	0.09065989	0.08317721	0.07422463	0.06516950	0.05403393	0.04377232
47	279.06814	0.96791	0.17929	0.07520637	0.08467066	0.09540298	0.10786112	0.12153061	0.13665049	0.15407538	0.17346583	0.19288627	0.21429758	0.24677238	0.29051865	0.10456853	0.11683878	0.13060020	0.14638163	0.16347627	0.18213764	0.20334409	0.22659214	0.24953303	0.27445284	0.31155420	0.36032123	0.14572397	0.16134223	0.17862899	0.19816942	0.21901681	0.24142772	0.26648302	0.29348030	0.31967208	0.34764736	0.38843678	0.44060653	0.20497624	0.22439168	0.24553874	0.26903074	0.29364167	0.31962120	0.34811371	0.37820163	0.40682345	0.43680798	0.47950066	0.53245479	0.17424671	0.18890202	0.20992685	0.24865196	0.31517751	0.40177771	0.48401015	0.06011600	0.05502557	0.04917605	0.04365109	0.03889448	0.03481445	0.03159967	0.02899692	0.02590071	0.08260621	0.07549731	0.06738220	0.05976008	0.05321935	0.04761923	0.04321033	0.03964150	0.03539505	0.09690901	0.08836598	0.07867700	0.06962722	0.06188924	0.05527952	0.05008384	0.04588244	0.04088715	0.10348020	0.09400289	0.08333045	0.07342746	0.06500256	0.05783560	0.05222086	0.04769299	0.04232431	0.09628828	0.08877181	0.07969786	0.07042970	0.05891992	0.04820422
48	160.24962	1.10991	0.07117	0.11794405	0.13119270	0.14598878	0.16287678	0.18107988	0.20085298	0.22320535	0.24757493	0.27149348	0.29733761	0.33556390	0.38538278	0.15889054	0.17518910	0.19316851	0.21341604	0.23493448	0.25797911	0.28364066	0.31117719	0.33778645	0.36609831	0.40718581	0.45942362	0.21300072	0.23255215	0.25381998	0.27740885	0.30208164	0.32808728	0.35656363	0.38658624	0.41510364	0.44493723	0.48734581	0.53984295	0.28564582	0.30828797	0.33252400	0.35893897	0.38606807	0.41415403	0.44433306	0.47553006	0.50460484	0.53446155	0.57595620	0.62586838	0.24842264	0.26615214	0.29115730	0.33595447	0.40958957	0.50003032	0.58101637	0.05895340	0.05399994	0.04833844	0.04301427	0.03843900	0.03451528	0.03142062	0.02891097	0.02591774	0.08259101	0.07534211	0.06714164	0.05949624	0.05296443	0.04738592	0.04299933	0.03944991	0.03522536	0.09519401	0.08662091	0.07694532	0.06794561	0.06027147	0.05372914	0.04859370	0.04444510	0.03951665	0.10109375	0.09146329	0.08069569	0.07077347	0.06238084	0.05527642	0.04973400	0.04527967	0.04001595	0.09416715	0.08661167	0.07753050	0.06829837	0.05688412	0.04630484
49	193.22945	0.64549	0.04824	0.11576697	0.13055850	0.14711482	0.16604698	0.18647013	0.20864266	0.23366789	0.26087523	0.28747546	0.31608035	0.35809334	0.41225550	0.15320175	0.17108409	0.19084108	0.21312063	0.23680871	0.26215563	0.29033188	0.32048143	0.34950506	0.38024471	0.42455970	0.48033322	0.20391045	0.22515986	0.24828288	0.27394154	0.30076963	0.32900447	0.35985239	0.39227211	0.42294302	0.45488094	0.49998442	0.55527902	0.27215245	0.29668229	0.32291167	0.35148585	0.38079685	0.41107278	0.44351295	0.47692740	0.50793551	0.53962658	0.58338585	0.63553539	0.23843114	0.25765985	0.28477230	0.33332102	0.41277220	0.50931054	0.59438858	0.04352668	0.03900673	0.03411296	0.02974361	0.02614011	0.02314834	0.02084644	0.01901437	0.01686746	0.05983362	0.05354386	0.04672187	0.04062131	0.03558497	0.03140239	0.02818533	0.02562654	0.02263115	0.06877293	0.06143704	0.05346736	0.04633377	0.04044402	0.03555579	0.03180039	0.02881766	0.02533260	0.07315052	0.06511746	0.05641635	0.04865391	0.04226667	0.03698441	0.03294068	0.02973915	0.02601145	0.06805751	0.06168432	0.05424827	0.04693863	0.03822050	0.03043912
50	177.07844	0.80813	0.08666	0.11374338	0.12773664	0.14340258	0.16132561	0.18067821	0.20171853	0.22551047	0.25143868	0.27685766	0.30427504	0.34471037	0.39714991	0.15220436	0.16931646	0.18822892	0.20956798	0.23227731	0.25661030	0.28370692	0.31276489	0.34080765	0.37058990	0.41368411	0.46820929	0.20328011	0.22372789	0.24599639	0.27072940	0.29662220	0.32391757	0.35379790	0.38527464	0.41513085	0.44630695	0.49049708	0.54495132	0.27411916	0.29788189	0.32331496	0.35104572	0.37952468	0.40898562	0.44060774	0.47324612	0.50360224	0.53470084	0.57777588	0.62933050	0.23853912	0.25710788	0.28331222	0.33030525	0.40749224	0.50189463	0.58578161	0.04876178	0.04406867	0.03888285	0.03415997	0.03020355	0.02687807	0.02429547	0.02222558	0.01978422	0.06811115	0.06141574	0.05403174	0.04732036	0.04170616	0.03699333	0.03333787	0.03041158	0.02696481	0.07912408	0.07118142	0.06243363	0.05449357	0.04786056	0.04230099	0.03799579	0.03455480	0.03050936	0.08304328	0.07442366	0.06496529	0.05641411	0.04929842	0.04335778	0.03877496	0.03512456	0.03084883	0.07815286	0.07123315	0.06307013	0.05494559	0.04512667	0.03624020
51	254.05189	0.85494	0.14903	0.08283949	0.09353571	0.10564644	0.11967623	0.13502999	0.15195805	0.17139109	0.19291642	0.21436617	0.23788600	0.27329854	0.32050735	0.11421171	0.12785459	0.14311829	0.16057194	0.17941295	0.19989916	0.22307295	0.24834448	0.27314308	0.29992247	0.33948498	0.39092928	0.15771929	0.17479752	0.19363888	0.21485928	0.23740540	0.26153168	0.28836665	0.31711587	0.34484111	0.37427155	0.41684150	0.47069830	0.21872622	0.23955434	0.26215316	0.28715507	0.31322837	0.34061668	0.37049265	0.40185521	0.43150935	0.46238413	0.50600137	0.55953809	0.18779202	0.20367529	0.22638116	0.26795410	0.33859434	0.42903651	0.51329646	0.05372448	0.04872365	0.04311107	0.03792942	0.03354929	0.02984665	0.02696198	0.02464649	0.02191415	0.07475573	0.06772720	0.05987294	0.05264642	0.04654752	0.04139482	0.03738010	0.03415620	0.03034911	0.08746727	0.07911323	0.06980684	0.06126662	0.05406992	0.04799578	0.04326645	0.03947066	0.03499025	0.09250012	0.08343295	0.07336050	0.06414471	0.05639975	0.04987988	0.04481588	0.04076012	0.03598399	0.08615140	0.07891478	0.07029576	0.06162493	0.05102883	0.04132743
52	305.18035	0.43249	0.17937	0.09175994	0.10476260	0.11947581	0.13649133	0.15505650	0.17543372	0.19868942	0.22425817	0.24952178	0.27696445	0.31775627	0.37113434	0.12418292	0.14033895	0.15837781	0.17894327	0.20105039	0.22495558	0.25181355	0.28086219	0.30910798	0.33930996	0.38334224	0.43953384	0.16853705	0.18826685	0.20995638	0.23428047	0.25998547	0.28731295	0.31747642	0.34950371	0.38009395	0.41223620	0.45811086	0.51508151	0.22994463	0.25346205	0.27885009	0.30678493	0.33572874	0.36590683	0.39855057	0.43249514	0.46427188	0.49701653	0.54266499	0.59769632	0.20002362	0.21817220	0.24400589	0.29094543	0.36943777	0.46729909	0.55559025	0.03673721	0.03240396	0.02781721	0.02381833	0.02059092	0.01796283	0.01597446	0.01441442	0.01261354	0.04949560	0.04376327	0.03765787	0.03230381	0.02796158	0.02441181	0.02171801	0.01959951	0.01714839	0.05770686	0.05103313	0.04390641	0.03764102	0.03254986	0.02838229	0.02521720	0.02272702	0.01984518	0.06109759	0.05401510	0.04643738	0.03976477	0.03433682	0.02989142	0.02651529	0.02385934	0.02078661	0.05687587	0.05114956	0.04456230	0.03819218	0.03073059	0.02419855
53	242.03009	0.32278	0.09673	0.13447678	0.15219015	0.17188454	0.19423142	0.21812746	0.24382109	0.27250989	0.30332901	0.33309088	0.36469326	0.41036526	0.46797587	0.17485566	0.19575278	0.21866271	0.24427664	0.27125028	0.29981665	0.33121406	0.36439589	0.39593734	0.42891835	0.47570224	0.53333120	0.22674348	0.25087388	0.27691587	0.30555885	0.33521604	0.36610621	0.39947782	0.43412563	0.46650452	0.49980804	0.54612266	0.60176949	0.29683283	0.32400109	0.35278554	0.38384897	0.41538722	0.44761610	0.48175618	0.51649659	0.54834712	0.58051046	0.62427071	0.67543911	0.26338227	0.28494183	0.31508355	0.36832651	0.45341507	0.55338577	0.63837656	0.03177289	0.02820180	0.02442016	0.02111215	0.01842415	0.01621708	0.01453256	0.01319974	0.01164628	0.04282481	0.03790802	0.03269118	0.02812498	0.02441805	0.02138028	0.01906776	0.01724312	0.01512365	0.04877011	0.04304683	0.03697040	0.03165422	0.02734595	0.02382477	0.02115259	0.01905059	0.01661771	0.05098584	0.04485745	0.03836046	0.03268937	0.02810645	0.02437341	0.02155069	0.01933760	0.01678535	0.04789793	0.04295673	0.03730452	0.03187277	0.02554445	0.02003172
54	264.01465	0.45074	0.08086	0.10559532	0.12005984	0.13632724	0.15501651	0.17526770	0.19734099	0.22234806	0.24963100	0.27638538	0.30523139	0.34771715	0.40265306	0.14063333	0.15825645	0.17781158	0.19995880	0.22360287	0.24899426	0.27731682	0.30771941	0.33706586	0.36822022	0.41324450	0.47005888	0.18808859	0.20919973	0.23226337	0.25795898	0.28492846	0.31340673	0.34461953	0.37751952	0.40872229	0.44128395	0.48737267	0.54400917	0.25196251	0.27656905	0.30297554	0.33185181	0.36157999	0.39238231	0.42548568	0.45967915	0.49148524	0.52405881	0.56913485	0.62297704	0.22109791	0.24029963	0.26747054	0.31638268	0.39698384	0.49559763	0.58292998	0.03674216	0.03258249	0.02817354	0.02431864	0.02119333	0.01863467	0.01668772	0.01515159	0.01336667	0.05012881	0.04445488	0.03840617	0.03309139	0.02876808	0.02522129	0.02251981	0.02038785	0.01791130	0.05778892	0.05119790	0.04415213	0.03794733	0.03289372	0.02874676	0.02558973	0.02310028	0.02021210	0.06107427	0.05399124	0.04641872	0.03975378	0.03433227	0.02989166	0.02651842	0.02386397	0.02079177	0.05673889	0.05106587	0.04453716	0.03822003	0.03081015	0.02430852
55	238.78036	0.42250	0.15287	0.11519297	0.13068640	0.14804229	0.16789803	0.18931754	0.21255847	0.23876216	0.26720563	0.29495849	0.32473257	0.36831633	0.42422157	0.15231996	0.17101265	0.19166874	0.21496010	0.23971066	0.26616578	0.29552912	0.32688509	0.35699740	0.38880396	0.43448681	0.49167238	0.20217438	0.22432130	0.24841053	0.27512555	0.30302996	0.33235333	0.36432993	0.39785715	0.42949142	0.46233735	0.50854405	0.56488297	0.26968228	0.29522308	0.32249913	0.35217696	0.38257033	0.41389873	0.44738618	0.48178390	0.51360834	0.54603092	0.59061689	0.64345511	0.23705966	0.25709273	0.28531502	0.33576976	0.41799542	0.51714341	0.60367593	0.03621420	0.03212131	0.02777288	0.02396247	0.02086784	0.01833097	0.01639896	0.01487383	0.01310105	0.04889089	0.04332464	0.03739519	0.03218812	0.02795333	0.02448008	0.02183551	0.01974903	0.01732616	0.05545647	0.04911128	0.04232793	0.03635398	0.03148854	0.02749655	0.02445826	0.02206302	0.01928503	0.05841702	0.05160579	0.04433364	0.03794012	0.03274234	0.02848715	0.02525626	0.02271478	0.01977439	0.05470300	0.04921868	0.04290841	0.03680327	0.02964209	0.02336035
56	109.62996	0.43944	0.05067	0.20765979	0.23047318	0.25522339	0.28259971	0.31111461	0.34099257	0.37347432	0.40742172	0.43935153	0.47240250	0.51872453	0.57493988	0.25988842	0.28537571	0.31263636	0.34234673	0.37282285	0.40428172	0.43795649	0.47259464	0.50468157	0.53740985	0.58247705	0.63597368	0.32445413	0.35215962	0.38133255	0.41261793	0.44417901	0.47623686	0.50998647	0.54411665	0.57522776	0.60647327	0.64871440	0.69772816	0.40515146	0.43418498	0.46422728	0.49587317	0.52721329	0.55848973	0.59082259	0.62292154	0.65167843	0.68008442	0.71774355	0.76040984	0.36693783	0.39081484	0.42342500	0.47900664	0.56311928	0.65548150	0.72914273	0.03442373	0.03083614	0.02695839	0.02349393	0.02062709	0.01823712	0.01639085	0.01491632	0.01318242	0.04553325	0.04056336	0.03520796	0.03044591	0.02652833	0.02328372	0.02079383	0.01881726	0.01650845	0.05094343	0.04510668	0.03885391	0.03333374	0.02882664	0.02512251	0.02230067	0.02007489	0.01749245	0.05112050	0.04494922	0.03839426	0.03266168	0.02802451	0.02424759	0.02139396	0.01915896	0.01658426	0.04880080	0.04383008	0.03811336	0.03258611	0.02610869	0.02044086
57	77.16132	0.39604	0.09523	0.26242200	0.28830297	0.31594317	0.34602410	0.37683256	0.40858314	0.44251245	0.47735038	0.50956608	0.54236985	0.58744848	0.64082190	0.32068392	0.34861238	0.37801687	0.40955185	0.44136366	0.47367097	0.50767645	0.54205696	0.57338693	0.60484241	0.64735032	0.69664759	0.39068772	0.41994039	0.45026443	0.48227353	0.51403878	0.54579684	0.57868838	0.61140207	0.64075793	0.66980053	0.70837254	0.75216606	0.47652259	0.50582415	0.53568735	0.56666753	0.59686584	0.62655128	0.65676457	0.68629031	0.71235676	0.73774679	0.77086001	0.80763939	0.43617816	0.46083064	0.49400204	0.54928020	0.63008908	0.71509447	0.78020372	0.03148812	0.02815196	0.02453985	0.02130909	0.01863569	0.01640929	0.01469253	0.01332423	0.01171948	0.04092990	0.03633493	0.03139680	0.02702016	0.02343232	0.02047243	0.01820988	0.01642011	0.01433756	0.04476774	0.03947846	0.03383701	0.02888013	0.02485278	0.02155924	0.01906204	0.01710048	0.01483432	0.04335041	0.03790183	0.03216218	0.02718602	0.02319279	0.01996344	0.01753897	0.01565023	0.01348556	0.04255398	0.03805884	0.03291798	0.02798133	0.02224288	0.01727103
58	101.53071	1.00033	0.11269	0.16274083	0.18009901	0.19922683	0.22074050	0.24356465	0.26795154	0.29503211	0.32399392	0.35187662	0.38142480	0.42407732	0.47789655	0.21212251	0.23247962	0.25461586	0.27915909	0.30481104	0.33181541	0.36133830	0.39240120	0.42183712	0.45255128	0.49605582	0.54963421	0.27537664	0.29855746	0.32339251	0.35049236	0.37835026	0.40720303	0.43821306	0.47026731	0.50012884	0.53077358	0.57331592	0.62439205	0.35606754	0.38146317	0.40822264	0.43690716	0.46585343	0.49530034	0.52636079	0.55785096	0.58664973	0.61567889	0.65512133	0.70121882	0.31559664	0.33605498	0.36447642	0.41418123	0.49272576	0.58419544	0.66172589	0.05151025	0.04679954	0.04154054	0.03669741	0.03259699	0.02911764	0.02639375	0.02419617	0.02158674	0.07111471	0.06438102	0.05688802	0.05001163	0.04420929	0.03930235	0.03547328	0.03239313	0.02874781	0.08161484	0.07356611	0.06465594	0.05652228	0.04969235	0.04394345	0.03947720	0.03589859	0.03168133	0.08372963	0.07504546	0.06549688	0.05684509	0.04963327	0.04360622	0.03895498	0.03524961	0.03090910	0.07939289	0.07243267	0.06419714	0.05596969	0.04598388	0.03690940
59	147.83407	0.66072	0.16482	0.13754773	0.15422923	0.17275207	0.19375334	0.21620838	0.24037085	0.26738877	0.29647712	0.32464698	0.35465795	0.39823427	0.45358829	0.18066224	0.20051442	0.22225829	0.24655468	0.27214183	0.29926207	0.32911188	0.36072380	0.39085190	0.42245071	0.46746528	0.52326469	0.23687475	0.25992900	0.28479337	0.31212697	0.34042914	0.36993038	0.40184039	0.43502963	0.46611590	0.49817310	0.54291639	0.59696157	0.31120684	0.33711825	0.36457384	0.39420033	0.42429146	0.45507486	0.48772955	0.52101942	0.55160903	0.58257604	0.62485072	0.67452001	0.27468889	0.29527613	0.32405114	0.37487584	0.45628010	0.55248627	0.63498781	0.04336871	0.03898445	0.03420065	0.02989474	0.02631821	0.02333104	0.02102180	0.01917717	0.01700809	0.05881987	0.05275528	0.04613705	0.04018233	0.03524018	0.03111773	0.02793609	0.02539899	0.02242202	0.06762906	0.06044451	0.05262881	0.04562089	0.03982429	0.03500570	0.03129924	0.02835259	0.02490659	0.07028822	0.06254983	0.05416724	0.04668605	0.04052748	0.03543341	0.03153374	0.02844651	0.02485234	0.06645725	0.06022070	0.05294349	0.04578927	0.03725304	0.02963107
60	301.10106	0.26422	0.13366	0.12508194	0.14211888	0.16113426	0.18279532	0.20604971	0.23114902	0.25928277	0.28962382	0.31903198	0.35036844	0.39584519	0.45350680	0.16355903	0.18382594	0.20612967	0.23116218	0.25762623	0.28575743	0.31679310	0.34971693	0.38112425	0.41407558	0.46100319	0.51909162	0.21376020	0.23738867	0.26297993	0.29122850	0.32058375	0.35126532	0.38452769	0.41918328	0.45167545	0.48519889	0.53198868	0.58845504	0.28168974	0.30855974	0.33712441	0.36805626	0.39956969	0.43187792	0.46621479	0.50127041	0.53350779	0.56615519	0.61072278	0.66304538	0.24938204	0.27059931	0.30036153	0.35319841	0.43826941	0.53911400	0.62555026	0.02982058	0.02633518	0.02267913	0.01951230	0.01696022	0.01487914	0.01329950	0.01205514	0.01061097	0.03957140	0.03488464	0.02994416	0.02565000	0.02218546	0.01936180	0.01722225	0.01554057	0.01359472	0.04540849	0.03993766	0.03416619	0.02915014	0.02510765	0.02181925	0.01933338	0.01738401	0.01513466	0.04730165	0.04148591	0.03535521	0.03003514	0.02575710	0.02228722	0.01967249	0.01762804	0.01527663	0.04451007	0.03979154	0.03442626	0.02930555	0.02338263	0.01826220
61	188.78593	0.24459	0.05159	0.19526995	0.21810523	0.24295129	0.27051048	0.29929034	0.32951176	0.36243313	0.39690183	0.42936873	0.46301548	0.51022777	0.56758549	0.24420958	0.26983695	0.29732453	0.32736567	0.35826124	0.39022251	0.42450532	0.45983469	0.49261151	0.52608621	0.57224145	0.62709953	0.30458517	0.33263795	0.36225610	0.39410832	0.42632647	0.45912375	0.49372588	0.52878823	0.56080140	0.59299874	0.63659242	0.68725447	0.38217875	0.41191743	0.44275448	0.47531808	0.50764208	0.53995986	0.57343164	0.60672053	0.63658612	0.66612491	0.70533942	0.74983147	0.34571073	0.37001469	0.40328795	0.46021104	0.54675531	0.64223161	0.71863003	0.02932739	0.02618714	0.02282416	0.01984402	0.01739205	0.01535645	0.01378855	0.01253895	0.01107212	0.03851017	0.03418724	0.02956860	0.02549476	0.02216368	0.01941769	0.01731751	0.01565444	0.01371631	0.04265711	0.03762595	0.03228115	0.02760095	0.02380406	0.02069921	0.01834290	0.01648964	0.01434532	0.04263305	0.03735588	0.03179013	0.02695714	0.02306971	0.01991759	0.01754426	0.01569037	0.01356014	0.04069363	0.03641767	0.03153592	0.02685636	0.02141917	0.01670087
62	105.34942	0.88686	0.18305	0.16017973	0.17778131	0.19718744	0.21902639	0.24220491	0.26697425	0.29447991	0.32389139	0.35219669	0.38217727	0.42541831	0.47990662	0.20853302	0.22917450	0.25162748	0.27653277	0.30257061	0.32998250	0.35994860	0.39147017	0.42132800	0.45246495	0.49653049	0.55072638	0.27083499	0.29436892	0.31958355	0.34710417	0.37539737	0.40469694	0.43617975	0.46871046	0.49899948	0.53006275	0.57314547	0.62479699	0.35113537	0.37699191	0.40422476	0.43341135	0.46285492	0.49279212	0.52435116	0.55632450	0.58554090	0.61496457	0.65489483	0.70148380	0.31106204	0.33185775	0.36074455	0.41126216	0.49103532	0.58377561	0.66217794	0.04857382	0.04399831	0.03892696	0.03428792	0.03038081	0.02707929	0.02450298	0.02242964	0.01997372	0.06662405	0.06012125	0.05293744	0.04639100	0.04089810	0.03627383	0.03267827	0.02979406	0.02638997	0.07684197	0.06904014	0.06045934	0.05267816	0.04618080	0.04073735	0.03652431	0.03315866	0.02920398	0.07852906	0.07020248	0.06109289	0.05288129	0.04606596	0.04039102	0.03602437	0.03255388	0.02849791	0.07468636	0.06797438	0.06007082	0.05221769	0.04274226	0.03418464
63	293.08649	0.31952	0.11586	0.11464144	0.13044985	0.14816812	0.16844438	0.19031895	0.21404859	0.24079118	0.26979881	0.29807617	0.32838026	0.37267175	0.42935415	0.15124431	0.17027129	0.19130411	0.21502363	0.24022748	0.26715853	0.29703417	0.32891258	0.35949766	0.39176870	0.43804891	0.49585440	0.20021811	0.22270478	0.24716852	0.27430040	0.30263662	0.33240323	0.36484598	0.39883707	0.43088081	0.46411912	0.51081472	0.56763894	0.26636519	0.29228468	0.31996539	0.35008192	0.38091788	0.41268896	0.44663046	0.48146932	0.51367457	0.54645490	0.59147730	0.64474002	0.23466065	0.25499092	0.28363448	0.33483782	0.41820914	0.51851824	0.60579246	0.03224259	0.02847566	0.02451452	0.02107737	0.01830639	0.01604777	0.01433498	0.01298711	0.01142475	0.04310090	0.03799958	0.03261779	0.02793800	0.02416311	0.02108777	0.01875855	0.01692859	0.01481216	0.04892284	0.04311851	0.03696778	0.03159978	0.02726082	0.02372326	0.02104439	0.01894090	0.01651081	0.05175428	0.04549883	0.03887785	0.03310899	0.02845486	0.02466907	0.02180949	0.01956932	0.01698801	0.04834969	0.04333393	0.03760337	0.03210456	0.02571047	0.02015219
64	274.17334	0.71483	0.13135	0.08233308	0.09342306	0.10599832	0.12058503	0.13656320	0.15418781	0.17442247	0.19682842	0.21913936	0.24357722	0.28030717	0.32912773	0.11266539	0.12670114	0.14242490	0.16042548	0.17987321	0.20102748	0.22495864	0.25104790	0.27663127	0.30423053	0.34493809	0.39772846	0.15565382	0.17318476	0.19253895	0.21435039	0.23753225	0.26233744	0.28991833	0.31944690	0.34789585	0.37805747	0.42160512	0.47654161	0.21621644	0.23759861	0.26079925	0.28646786	0.31323028	0.34132597	0.37194824	0.40405822	0.43437743	0.46589537	0.51032432	0.56468372	0.18570325	0.20200729	0.22532376	0.26803043	0.34054488	0.43311784	0.51894473	0.04919344	0.04414436	0.03861183	0.03362169	0.02948248	0.02603646	0.02338363	0.02127387	0.01880638	0.06572949	0.05907387	0.05175853	0.04513819	0.03962832	0.03502699	0.03147523	0.02864413	0.02532507	0.07718983	0.06931221	0.06065799	0.05282844	0.04631100	0.04086673	0.03666354	0.03331296	0.02938478	0.08263775	0.07405810	0.06464653	0.05614507	0.04907772	0.04318265	0.03863817	0.03502040	0.03078536	0.07643145	0.06959989	0.06155602	0.05356794	0.04394285	0.03526262
65	257.29597	0.84338	0.08168	0.08350306	0.09432933	0.10658705	0.12078578	0.13632180	0.15344651	0.17309875	0.19485758	0.21652939	0.24027971	0.27601226	0.32359507	0.11442137	0.12814889	0.14350806	0.16107102	0.18002931	0.20064106	0.22395339	0.24937064	0.27430583	0.30122468	0.34097634	0.39263358	0.15747477	0.17461591	0.19352872	0.21483144	0.23746603	0.26168668	0.28862517	0.31748232	0.34530761	0.37483891	0.41754321	0.47154730	0.21857712	0.23945895	0.26211628	0.28718266	0.31332235	0.34077877	0.37072647	0.40216069	0.43187849	0.46281463	0.50650886	0.56012259	0.18756518	0.20349762	0.22627512	0.26798136	0.33884244	0.42953618	0.51398096	0.05244738	0.04743011	0.04184069	0.03671841	0.03241479	0.02879473	0.02598523	0.02373665	0.02109050	0.07389777	0.06677625	0.05886412	0.05162691	0.04554942	0.04043618	0.03646561	0.03328557	0.02953980	0.08547096	0.07717515	0.06796139	0.05953391	0.05245337	0.04649313	0.04186293	0.03815352	0.03378311	0.09174560	0.08259872	0.07247565	0.06324839	0.05551860	0.04902907	0.04399991	0.03997933	0.03525304	0.08485974	0.07763083	0.06904067	0.06042226	0.04992356	0.04034532
